0,0,105,110
1,0,42,33
2,0,11,10
3,0,2,16
4,1,0,48
5,9,3,107
6,24,52,2
7,16,198,234
8,36,240,32
9,57,180,153
10,16,52,29
11,1,6,198
12,7,1,92
13,34,0,68
14,29,30,134
15,185,206,40
16,11,228,209
17,93,102,136
18,72,21,165
19,43,1,145
20,19,0,180
21,58,2,213
22,25,120,153
23,154,124,38
24,219,141,240
25,223,228,229
26,123,131,91
27,123,10,92
28,18,1,78
29,36,7,246
30,91,119,36
31,228,197,214
32,60,151,14
33,8,74,255
34,103,92,255
35,34,7,119
36,5,1,246
37,22,1,240
38,196,24,219
39,108,86,133
40,20,136,223
41,250,247,78
42,91,95,42
43,79,90,11
44,128,27,213
45,58,2,145
46,5,33,254
47,225,151,255
48,226,154,27
49,208,28,54
50,195,170,234
51,188,128,116
52,81,33,140
53,73,5,203
54,117,40,86
55,136,241,53
56,226,248,181
57,177,5,133
58,134,218,218
59,199,222,85
60,176,34,120
61,64,5,10
62,189,82,62
63,241,111,34
64,107,227,214
65,170,69,181
66,37,170,175
67,116,54,213
68,86,73,105
69,38,2,9
70,51,1,172
71,55,57,55
72,27,32,222
73,193,9,33
74,173,226,177
75,146,181,239
76,151,183,148
77,111,63,65
78,110,2,251
79,139,69,146
80,65,170,16
81,231,35,85
82,203,4,223
83,192,235,176
84,139,200,98
85,118,51,159
86,103,2,41
87,195,44,231
88,163,130,183
89,194,105,254
90,237,12,248
91,186,44,118
92,27,205,89
93,108,48,47
94,131,4,142
95,157,46,47
96,33,180,90
97,120,54,140
98,45,118,201
99,57,71,190
100,137,14,234
101,149,56,139
102,104,6,45
103,137,39,82
104,233,76,187
105,120,159,139
106,190,241,0
107,37,78,109
108,179,3,82
109,212,48,224
110,27,2,140
111,98,1,71
112,61,44,155
113,9,156,155
114,128,127,40
115,216,54,173
116,209,18,237
117,33,1,40
118,51,34,197
119,131,4,202
120,210,64,20
121,244,166,237
122,251,213,224
123,154,59,76
124,23,127,203
125,1,131,242
126,33,45,224
127,52,6,7
128,105,61,105
129,161,24,247
130,132,42,179
131,228,1,2
132,197,111,72
133,124,72,43
134,147,57,120
135,128,3,188
136,191,37,248
137,139,97,106
138,190,79,114
139,6,116,49
140,65,192,59
141,185,147,133
142,195,40,43
143,122,1,110
144,46,1,158
145,53,39,102
146,177,19,37
147,28,2,112
148,187,117,176
149,166,58,139
150,43,241,213
151,218,34,176
152,59,7,157
153,69,72,198
154,209,76,6
155,104,71,104
156,15,179,140
157,41,193,23
158,66,28,48
159,126,80,175
160,76,2,127
161,9,38,55
162,97,198,226
163,165,231,203
164,205,71,209
165,61,138,190
166,36,24,229
167,161,45,115
168,105,1,222
169,125,49,148
170,91,145,159
171,241,58,7
172,196,138,226
173,177,207,199
174,218,164,156
175,58,47,239
176,55,6,118
177,40,70,84
178,241,176,206
179,34,207,129
180,33,219,21
181,248,105,203
182,129,111,114
183,241,76,63
184,47,4,25
185,54,2,62
186,228,77,189
187,152,31,62
188,148,178,1
189,182,200,76
190,59,191,84
191,20,221,20
192,255,78,220
193,47,2,74
194,164,27,165
195,127,103,201
196,213,19,93
197,201,154,21
198,250,45,93
199,83,15,175
200,163,18,91
201,70,2,123
202,200,11,94
203,31,102,205
204,53,39,193
205,119,61,69
206,242,228,180
207,141,118,26
208,229,10,214
209,34,0,168
210,22,0,247
211,149,0,19
212,226,0,65
213,173,0,171
214,55,0,24
215,87,0,198
216,44,0,142
217,12,0,229
218,16,0,131
219,71,0,104
220,107,0,52
221,253,0,109
222,143,0,181
223,132,0,30
224,22,0,119
225,158,0,197
226,42,0,250
227,17,0,1
228,36,0,46
229,69,0,153
230,89,0,100
231,90,0,234
232,218,0,17
233,78,0,74
234,55,0,102
235,204,0,185
236,183,0,208
237,161,0,38
238,79,0,205
239,141,0,59
240,142,0,254
241,255,0,117
242,28,0,25
243,63,0,7
244,77,0,0
245,10,0,1
246,1,0,0
247,17,0,0
248,62,0,0
249,70,0,0
250,10,0,0
251,1,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
