0,199,154,70
1,25,168,10
2,154,124,124
3,53,141,78
4,52,181,209
5,212,225,114
6,20,211,213
7,0,0,153
8,250,136,0
9,91,0,38
10,9,247,0
11,5,0,0
12,225,247,240
13,0,151,0
14,226,0,229
15,0,154,91
16,0,0,170
17,208,0,246
18,0,28,36
19,0,0,0
20,195,120,0
21,188,241,214
22,151,0,0
23,0,248,0
24,226,0,14
25,177,0,0
26,0,5,255
27,253,0,0
28,253,0,108
29,241,49,203
30,0,111,0
31,0,0,133
32,107,0,0
33,0,0,0
34,170,227,223
35,0,0,0
36,37,0,0
37,0,0,78
38,35,0,0
39,55,0,0
40,27,0,42
41,0,69,0
42,0,0,224
43,0,0,145
44,193,0,254
45,0,170,0
46,0,219,255
47,0,0,0
48,173,0,0
49,0,9,27
50,0,0,0
51,146,0,0
52,151,0,0
53,104,0,0
54,65,0,54
55,0,226,0
56,231,0,0
57,0,0,0
58,0,173,234
59,0,239,0
60,203,0,0
61,0,0,203
62,192,35,86
63,43,0,0
64,163,0,53
65,0,0,0
66,0,0,0
67,0,4,0
68,194,0,181
69,0,0,0
70,0,0,0
71,237,20,0
72,0,130,133
73,186,0,0
74,27,0,0
75,140,105,0
76,0,0,218
77,33,0,0
78,0,0,0
79,0,0,85
80,0,12,130
81,120,0,62
82,0,0,0
83,0,44,34
84,0,47,0
85,0,180,0
86,0,0,214
87,45,0,0
88,0,54,0
89,0,0,0
90,0,0,181
91,0,0,0
92,0,0,0
93,57,0,175
94,137,118,0
95,134,0,62
96,233,0,236
97,120,0,222
98,0,186,0
99,190,76,33
100,37,0,0
101,65,0,0
102,0,159,177
103,0,0,0
104,9,0,0
105,0,0,239
106,0,241,208
107,0,0,162
108,128,78,0
109,0,98,85
110,0,156,0
111,0,0,223
112,0,0,176
113,0,127,0
114,216,0,42
115,0,0,231
116,0,0,0
117,0,54,183
118,0,0,0
119,209,0,0
120,0,18,254
121,0,13,0
122,84,0,0
123,85,0,0
124,244,213,0
125,0,0,248
126,251,0,0
127,0,0,0
128,154,0,0
129,0,0,118
130,23,59,0
131,86,0,89
132,10,0,189
133,132,114,47
134,0,24,90
135,228,0,0
136,84,0,0
137,191,0,140
138,0,42,0
139,139,0,0
140,0,0,201
141,0,0,0
142,0,0,0
143,0,0,190
144,0,0,234
145,190,1,10
146,0,0,187
147,0,0,0
148,0,0,0
149,0,0,139
150,0,24,0
151,0,97,0
152,0,0,0
153,6,79,109
154,0,0,5
155,0,0,54
156,0,116,40
157,0,0,173
158,0,164,237
159,65,19,183
160,0,0,20
161,185,2,237
162,160,0,0
163,177,0,0
164,0,0,224
165,28,117,0
166,0,0,76
167,187,0,0
168,0,58,0
169,166,174,203
170,133,0,0
171,57,0,242
172,15,0,80
173,53,71,247
174,9,0,179
175,0,0,0
176,97,0,2
177,0,0,0
178,0,0,72
179,0,0,87
180,165,179,106
181,0,0,0
182,0,0,114
183,0,0,0
184,0,85,49
185,205,198,59
186,0,0,133
187,0,231,157
188,0,0,37
189,0,0,112
190,61,0,0
191,0,71,176
192,36,0,0
193,226,0,139
194,181,1,34
195,252,145,204
196,40,0,104
197,241,0,211
198,0,58,101
199,34,0,226
200,0,0,203
201,0,0,0
202,33,0,209
203,0,0,190
204,248,138,88
205,129,0,114
206,58,0,159
207,152,207,0
208,0,31,7
209,148,176,0
210,0,0,226
211,182,0,0
212,0,0,199
213,59,207,85
214,66,0,55
215,35,0,251
216,0,0,1
217,213,0,76
218,0,0,104
219,201,0,148
220,250,219,114
221,4,0,103
222,31,0,166
223,53,0,0
224,0,0,193
225,119,42,0
226,0,77,69
227,127,31,180
228,148,0,152
229,202,0,247
230,107,0,19
231,253,178,0
232,143,0,65
233,115,0,171
234,0,0,0
235,36,0,24
236,0,0,84
237,69,0,208
238,0,0,52
239,0,200,0
240,89,0,109
241,0,0,0
242,0,0,181
243,90,0,30
244,218,191,0
245,81,175,54
246,183,0,47
247,0,19,0
248,161,0,153
249,0,0,0
250,79,154,100
251,0,0,234
252,141,193,122
253,53,39,246
254,170,151,155
255,1,10,1
