0,239
1,114
2,200
3,0
4,0
5,180
6,0
7,0
8,0
9,0
10,174
11,0
12,0
13,0
14,161
15,0
16,0
17,0
18,0
19,179
20,0
21,0
22,0
23,0
24,0
25,109
26,0
27,0
28,0
29,0
30,0
31,79
32,0
33,0
34,0
35,0
36,0
37,79
38,0
39,0
40,0
41,152
42,0
43,0
44,226
45,102
46,118
47,105
48,157
49,197
50,138
51,39
52,221
53,87
54,137
55,38
56,152
57,51
58,237
59,72
60,219
61,215
62,25
63,130
64,139
65,236
66,139
67,154
68,231
69,29
70,142
71,42
72,20
73,159
74,219
75,42
76,42
77,143
78,229
79,221
80,214
81,64
82,71
83,122
84,176
85,199
86,0
87,175
88,19
89,67
90,134
91,0
92,134
93,173
94,0
95,225
96,221
97,0
98,241
99,34
100,0
101,72
102,159
103,0
104,125
105,0
106,193
107,197
108,0
109,153
110,0
111,204
112,98
113,0
114,46
115,151
116,0
117,150
118,0
119,56
120,22
121,0
122,170
123,145
124,96
125,0
126,173
127,128
128,0
129,221
130,76
131,0
132,18
133,0
134,151
135,0
136,49
137,0
138,85
139,0
140,152
141,0
142,161
143,0
144,126
145,0
146,130
147,0
148,0
149,96
150,0
151,204
152,0
153,181
154,0
155,0
156,209
157,0
158,71
159,0
160,0
161,237
162,0
163,0
164,55
165,0
166,0
167,0
168,184
169,0
170,0
171,0
172,18
173,0
174,0
175,0
176,0
177,34
178,0
179,0
180,0
181,15
182,0
183,0
184,0
185,0
186,153
187,0
188,0
189,0
190,124
191,0
192,0
193,0
194,149
195,0
196,0
197,0
198,115
199,0
200,0
201,0
202,212
203,0
204,0
205,57
206,0
207,0
208,87
209,0
210,0
211,238
212,0
213,203
214,0
215,0
216,77
217,0
218,0
219,31
220,0
221,42
222,0
223,0
224,14
225,0
226,138
227,0
228,0
229,136
230,0
231,113
232,0
233,0
234,163
235,0
236,0
237,188
238,0
239,87
240,0
241,0
242,82
243,0
244,215
245,0
246,150
247,46
248,147
249,12
250,214
251,210
252,124
253,241
254,17
255,24
